text,actual_label,predicted_label,prob_negative,prob_neutral,prob_positive,is_correct
adipoli saadanam,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
bored plan play offline,negative,negative,0.8193092791010426,0.11323958894696237,0.06745113195199509,True
fun game since,negative,negative,0.8964367227517432,1.4897408124109159e-05,0.10354837984013271,True
dear mojang ruined game mobile player new pad make hard move around please give option switch back old pad,negative,negative,0.9694488665609546,0.0006340922368952591,0.029917041202150125,True
world best game ever played please remove creeper,positive,positive,0.12820526123254947,0.006166693774920937,0.8656280449925297,True
bug nether fortress netherite armor tool saved quit came back glitching nether fortress lava lake,neutral,neutral,0.015507063307031041,0.9716319332257966,0.012861003467172472,True
didnt install minecraft pl fix problem,neutral,neutral,0.07587454558737813,0.8749694911538105,0.04915596325881164,True
great game huge problem thing everytime use mod none mod work like used work mod dont work like disappeared thin air though great game,positive,positive,0.03818536978357156,9.608284788870446e-05,0.9617185473685397,True
lovely,positive,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,False
goated,neutral,neutral,0.025609039674948233,0.9448026828552489,0.02958827746980288,True
kotak,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
best horror game begginers,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
update amazing new mob coming yeah,positive,positive,0.005210176952598784,0.001593715836553592,0.9931961072108476,True
w game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
ive fixed,positive,positive,0.028390343745632037,0.0032659833046389227,0.968343672949729,True
said need authenticate microsoft account even tho im already login even showed menu hate cant play,negative,negative,0.6473048176165567,0.3306540887404804,0.02204109364296272,True
please minecraft mojang please download application,neutral,neutral,0.011710634512315146,0.9742585034876765,0.014030862000008023,True
game best game time,positive,positive,0.1382787380663109,0.00017131709804567787,0.8615499448356435,True
dream game,negative,negative,0.972258691137993,0.0004175724900518,0.02732373637195505,True
poopoo fart,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
think everybody agree minecraft fallen apart,neutral,positive,0.12428169133784274,0.05882447051714905,0.816893838145008,False
game best game world beta bad,negative,negative,0.971160588849506,0.00035440304922919807,0.028485008101264652,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
im iitteraly obsessed game,negative,negative,0.9988543623519662,1.2164959263769322e-06,0.0011444211521073123,True
good nice sandbox game explorebuild play friend bug bedrock fixed sleep night raining wake still see rain annoying since cant even see anything happens would much better rain glitch patched another thing dont like fact sometimes exit come back time passed mc world would still say mbe good gamei enjoyed lot,positive,positive,0.024001555911270494,6.233746211521266e-05,0.9759361066266142,True
fix server,neutral,neutral,0.017979644474708553,0.9503330944924414,0.03168726103284993,True
favorite game hole wide world,negative,positive,0.05094942869716844,0.0004872944260139361,0.9485632768768177,False
make viedo minecraft,neutral,neutral,0.03579162881480295,0.8918188426912419,0.0723895284939552,True
gwak,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
like game much,negative,negative,0.985029312676478,0.00010342789586732734,0.01486725942765472,True
could would get ten star,neutral,neutral,0.10365500513379003,0.6392013187094883,0.25714367615672157,True
game nich v play frd meni thig thus game,negative,negative,0.9999965197557898,5.000920648076354e-08,3.4302350037920243e-06,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
jogo incrvel ano sendo minecrafter,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
thing dont like control uncomfortable yes option customize there much freedom inside,negative,positive,0.3821273610316553,0.03413442498412333,0.583738213984221,False
mantra banana chahie cake publication,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
problem signing aside amazing game young older mind alike someone debating kid get game literally infinite option like board survival join server board playing friend manhunt game good younger child would support parent thinking getting kid,positive,positive,0.3927055935145176,0.00020079378661611564,0.6070936126988664,True
cant play minecraft huawei matepad please fix,neutral,neutral,0.026975994959792023,0.9540896799256597,0.018934325114548265,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
dont want play beta edited thank u changing,neutral,neutral,0.09108980665869776,0.8643153262462657,0.04459486709503661,True
grew playing game really like,negative,negative,0.960966336269184,0.0006187490057332824,0.03841491472508274,True
like addons,neutral,neutral,0.0219881414628152,0.9349781411337366,0.043033717403448406,True
bate game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
good play highly recommend worth paying minecraft marked childhood,positive,positive,0.004669098746125138,0.0008321465634399122,0.9944987546904349,True
masterpiece,neutral,neutral,0.017047005380922863,0.9445008475546967,0.03845214706438064,True
like cant play friend,neutral,neutral,0.02802742242048742,0.9439203086517054,0.028052268927807145,True
get decent phone ill load agin,negative,neutral,0.36869050018814503,0.6192641177046057,0.012045382107249227,False
requesting minecraft give bata version like graphic better getting bored graphic boring,negative,negative,0.8236199533656838,0.1005902417165175,0.07578980491779888,True
amazing game wow like game,negative,positive,0.2409925126032724,0.0006926602200190607,0.7583148271767085,False
need said minecraft hasnt already said timeless classic st century someone playing ever since around absolutely recommend game perfect game still amazing game nonetheless,positive,positive,0.19741080776672296,0.0004970426802087426,0.8020921495530683,True
possible log onto p minecraft account fabian btw name name andrej,neutral,neutral,0.025206032109780122,0.9285790063337166,0.04621496155650312,True
fun,positive,positive,0.02219351467491086,0.0017855661456461737,0.9760209191794429,True
ok,positive,positive,0.013298376013460504,0.00989311390090579,0.9768085100856336,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
op ha kya,neutral,neutral,0.019116315590562687,0.956419554164616,0.02446413024482109,True
fun,positive,positive,0.02219351467491086,0.0017855661456461737,0.9760209191794429,True
best game everrrr,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
hellow nemilranos there alot people angry hate game bug lag phone getting game bug lag phone cant take high storage,negative,negative,0.9926771242904473,0.001634261690994138,0.00568861401855878,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
want refund doesnt work mobile pls refund rupee please,neutral,neutral,0.007747603782156002,0.9864961438278026,0.005756252390041307,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
app aint responding,neutral,neutral,0.004786206318034514,0.9881251086917744,0.007088684990191041,True
game great qhy star controll pad bring back old control pad game keep lagging hard freezing reason crashing last minute cant even play game without closing every min fact dont blame phone phone gb storage still kept crashin ive playing minecraft long dissapointed change th lag spike unreasonable crashing,negative,negative,0.9849867702644461,0.00018228082118945131,0.014830948914364412,True
minecraft op game,negative,negative,0.9891056962923788,0.0001115842273442674,0.010782719480277049,True
beutiful,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
maaaaan game fellof,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
fun,positive,positive,0.02219351467491086,0.0017855661456461737,0.9760209191794429,True
love everything,positive,positive,3.373046718990848e-06,3.4847550549684664e-06,0.9999931421982261,True
lag bad,negative,negative,0.9984699901063597,0.0012046907721066417,0.00032531912153378685,True
none minecoins,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
fantastic game adventure,neutral,neutral,0.055369113713301076,0.918071899922217,0.026558986364481663,True
fun game mojang pls fix bug indian cant join server,negative,negative,0.6789858395264856,0.07427500437290149,0.2467391561006127,True
despite buying minecraft still get message failed verify need online access minecraft always able get connection forced download mod,negative,positive,0.24481861308602382,0.004403398937710485,0.7507779879762657,False
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
cant buy addons wiif poor,negative,neutral,0.421125551918039,0.5385523599666899,0.0403220881152713,False
load world mod put mod world whole phone crash plus log everyday sign make gamertag glitch fun update make worse minecraft fix would rate gotten mad,negative,positive,0.40327220339346276,0.024581187972226314,0.5721466086343112,False
