processed_text,label,dominant_topic,topic_confidence,topic_keywords
beem freezing kicking app often graphic issue complaint,negative,5,0.006989830972183383,"minecraft, love, play, please, like"
yeh accha game hai par aur bhi optimise ho sakta hai,negative,1,0.018170787605930883,"game, nice, like, favourite, fun"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
iam playing game love game,negative,1,0.07379893719286662,"game, nice, like, favourite, fun"
suddenly longer steve skin im really confused wan steve,negative,5,0.0084443060888676,"minecraft, love, play, please, like"
w game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
game goat,negative,1,0.05374229735675365,"game, nice, like, favourite, fun"
game purchased little brother accidentally giving refund plus dont know play game lol,negative,1,0.03644369173873648,"game, nice, like, favourite, fun"
bring back old control ui new one hard use,negative,5,0.015560553225438662,"minecraft, love, play, please, like"
favourite game time yes time,negative,1,0.03977726502582639,"game, nice, like, favourite, fun"
like phone android also need cloud storage world save every time uninstall game world also delete bad experience,negative,5,0.02759023067989562,"minecraft, love, play, please, like"
minecraft game doesnt deserve less star,negative,5,0.08515144509023816,"minecraft, love, play, please, like"
enter world see white glass conver black glass water colour changed black water colour installed resource pack anouther pack face issue please response fix issue,negative,5,0.016082377426753794,"minecraft, love, play, please, like"
new update good new skin thing horrible beta bugged,negative,2,0.058598711839187356,"good, game, really, friend, app"
honestly im addicted game especially new update,negative,1,0.025531321375191648,"game, nice, like, favourite, fun"
game fantastic amazing unbelievable play day still wont bored,negative,1,0.029970899158239344,"game, nice, like, favourite, fun"
love game build make world yeah everything little problem going friend join moment kick dont know please fix problem every pm kick whole game app,negative,5,0.058257392272484526,"minecraft, love, play, please, like"
like game personally favourite game,negative,1,0.08502505149504062,"game, nice, like, favourite, fun"
bikr game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
dont know say something game remember used saying meant amount bug overall problem control feel inaccurate crafting method even worse since idk update ago yeah splitting item feature nice everything else itsbadthe mob worse zombie hit away skeleton steroid enderman sometimes attack looking,negative,5,0.019947066214652632,"minecraft, love, play, please, like"
hi devs update great need back world opening new update make sure world compatibility new patch since android update privacy policy hard time making backup world could game devs bring back old export ui playing old android device another player hard time exporting world file another device maybe consider cloud back future sorry bad english,negative,5,0.030255116062734726,"minecraft, love, play, please, like"
folk minecraftgood cant figure life mei thought tech knowledge playing game make feel like flea flea carnival,negative,5,0.03515275929769182,"minecraft, love, play, please, like"
pro game,negative,1,0.04696177343482117,"game, nice, like, favourite, fun"
game suck every time try open skin pack imported game wont allow open every update seem break game overall game play great please fix bug nice day,negative,1,0.05697922087628179,"game, nice, like, favourite, fun"
bad sometimes lag,negative,5,0.011412542690168592,"minecraft, love, play, please, like"
game lage much playing,negative,1,0.06200407277947068,"game, nice, like, favourite, fun"
new edit game crash reason reoccurring tap emote gif cause lag,negative,1,0.023703363770676562,"game, nice, like, favourite, fun"
like game,negative,1,0.10585517515596979,"game, nice, like, favourite, fun"
op game minecraft,negative,4,0.24904132962117279,"op, game, minecraft, ever, app"
value money game,negative,1,0.06850295034878974,"game, nice, like, favourite, fun"
game perfection infinite creativity explore must play game,negative,1,0.05323467018219081,"game, nice, like, favourite, fun"
happy birthday minecraft worst,negative,5,0.09325473159389512,"minecraft, love, play, please, like"
game teached many thing thats favourite game,negative,1,0.07458069852053813,"game, nice, like, favourite, fun"
game need repair first cant make flat world,negative,1,0.03598076100079548,"game, nice, like, favourite, fun"
app installing device need refund spent buy app please refund amount,negative,5,0.021700471701333452,"minecraft, love, play, please, like"
game amazing like game enjoy game gand mairang,negative,1,0.11425997492468064,"game, nice, like, favourite, fun"
playing year pretty good game update game randomly freeze sometime like upto second super annoying especially flying tried client everyone say coding error hope fix play game relax frestrate,negative,1,0.05036655970977769,"game, nice, like, favourite, fun"
heck love game addicted,negative,5,0.06040152554318583,"minecraft, love, play, please, like"
mojang mojang cant play server g phone buy game came update liked cant solve server problem mobile player fix problem immediately delete game,negative,5,0.06153504355040102,"minecraft, love, play, please, like"
super op game ever played,negative,4,0.14441189687011136,"op, game, minecraft, ever, app"
couldnt install minecraft mobile show already installed incompitable version device checked whether minecraft file existing couldnt find unable install please help solve problem thank,negative,5,0.08882908964425135,"minecraft, love, play, please, like"
cant play make leave game without anything,negative,5,0.03375978867267673,"minecraft, love, play, please, like"
bhai ne three star e ke lyaa papa papa papa papa palakkad palakkad pupp c otherwise per palakkad baker g noob game,negative,1,0.018155849079126745,"game, nice, like, favourite, fun"
enchanted armour texture bugged copy anyway fix getting annoying,negative,5,0.010054844017531922,"minecraft, love, play, please, like"
bahut acha game,negative,1,0.05306694282894606,"game, nice, like, favourite, fun"
tried money back realized wasted game computer could break moment uninstalled game thinking would automatically refund give option installing game choosing device want put game smh f u minecraft,negative,1,0.05494480690770583,"game, nice, like, favourite, fun"
fast time game download kiya bi realme gt mey,negative,1,0.02999767368980516,"game, nice, like, favourite, fun"
love game hate new joystick option prefer one better hate need update every month,negative,5,0.04048481245390336,"minecraft, love, play, please, like"
kinnan game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
wost game ever ipad rupee,negative,1,0.044285366325261546,"game, nice, like, favourite, fun"
w game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
lengendary game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
can understand game synched phone tablet share google account share minecraft account however bought mansion pack tablet showing phone although account edit markeplace working although connected internet saying might bw connected bad app,negative,5,0.03201509935381136,"minecraft, love, play, please, like"
minecraft game expand creativity skill etc like thank much mojang fixing frozen issue,negative,5,0.0699583522699822,"minecraft, love, play, please, like"
awesome game limit build new bedrock feature like hardcore bundle problem skin upload say fails load deletes randomly,negative,5,0.023620618565675273,"minecraft, love, play, please, like"
game good butthe realm subscription expensive,negative,2,0.06989879194709399,"good, game, really, friend, app"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
minecraft action game stylised art style adventure game minecraft download money download money minecraft old name craft game,negative,5,0.13443271111804533,"minecraft, love, play, please, like"
